id,price,qty,base_qty,time,is_buyer_maker,volatility,skew,kurtosis
671893184,26924.94531,56.53429794,0.05671680719,1697394720768,0.6921743751,0.3172324002,0.1279840916,-1.315523744
671906880,26930.16016,-75.55552673,0.2559792995,1697401929728,0.8197080493,0.6009404659,-0.4141854346,9.106826782
671907840,26952.51758,69.98866272,0.3807162941,1697399570432,1.009535074,0.6993675828,0.3135053515,1.889891863
671898496,26920.13281,167.7009583,0.4798347652,1697388560384,0.7120643854,0.3434300423,0.1139827147,-1.13462615
671895808,26950.43555,168.5787201,0.4283207059,1697392361472,0.5223196745,0.3313112259,0.3945634663,-3.829963446
671900608,27003.60156,-187.0296021,-0.6569283605,1697414905856,0.8670805097,0.4950644076,0.2267900407,-3.601956129
671911680,27008.23828,-217.901474,-0.5156234503,1697406386176,1.17661047,0.5381609201,-0.4940585792,4.887649059
671911360,26897.33203,262.23703,1.335683227,1697389215744,0.8679257035,0.9015311599,0.01685110666,2.287312746
671903424,26926.82031,319.4315186,1.196467161,1697382400000,0.8484886885,0.5275007486,-0.06056349725,-1.128574371
671902464,26977.2207,385.5438538,1.214208722,1697385807872,0.7697179914,0.3144835234,0.2909399569,-3.755493402
671950656,27110.60156,573.2012939,1.297587633,1697412022272,1.196986675,-0.164147526,-0.6938067079,-6.619681835
671959616,27166.30273,-99.28057098,0.5526208282,1697408090112,0.5681790113,0.2180631459,-0.9815059304,10.1702776
671950848,27160.57813,308.3104553,0.9824408889,1697399701504,0.5879999399,0.1449863613,1.069095969,-1.779370666
671961280,27221.03906,86.02935791,-0.0326135084,1697405599744,0.7597501874,0.3093909621,0.6470121145,-4.063540936
671954112,27201.92578,449.0678101,1.420112133,1697400487936,0.539221704,0.3121826649,0.4491706192,-3.793383121
671956736,27217.08203,281.4179382,0.9066688418,1697414119424,0.6829280853,0.4081860781,0.3969533741,-4.348648548
671951872,27183.71875,-71.95805359,-0.1434289366,1697416740864,1.041650534,0.5451362729,-0.09277041256,1.595309973
671953024,27073.34961,110.1021576,0.623791337,1697409269760,1.059815407,0.9018954635,0.3536949158,4.22084713
671958016,27104.56836,401.3657837,1.463965893,1697399701504,0.8482410908,0.7272964716,0.2155228108,0.7798155546
671957952,27190.44336,530.6608887,1.640432477,1697399439360,0.7628566623,0.3071471155,-0.1116108373,-3.083099127
671946048,27141.85742,5.318752289,-0.05930688977,1697406386176,0.07789377123,0.3777765632,0.1384015381,1.057441235
671947072,27082.66211,-141.2389374,-0.380405575,1697405599744,0.4281809628,0.8370164037,-0.4296668172,7.476529598
671957824,26962.72852,127.1389465,0.360770613,1697423425536,1.511012912,1.354219556,0.1034740433,9.347343445
671947008,27027.64844,47.67307663,0.6792191267,1697416085504,1.126327276,0.6514727473,-0.1020079553,9.050205231
671967552,27156.11133,448.2371521,1.36200273,1697399701504,0.6840396523,0.2279372364,1.057547092,-1.458236098
671961472,27222.07031,398.5646973,0.945317626,1697407959040,1.053192019,0.3269730508,0.5153500438,-5.25387764
671969280,27271.09766,107.39431,0.07031232864,1697429848064,1.162724614,0.3770419657,0.5477567315,-6.132051468
671952128,27155.50391,-172.3084259,-0.3523800373,1697414512640,1.09625721,0.5072681308,-0.2699075043,6.093001842
671961152,27121.78711,296.9677734,1.041124344,1697406386176,0.9245096445,0.5126598477,1.058476806,1.996913671
671968064,27208.54883,495.2976379,1.362657785,1697402454016,0.9761449695,0.3217778206,0.03526701406,-2.195346594
671934720,27079.49805,49.36361694,-0.01241416205,1697407041536,0.4498941898,0.3531056941,0.2475966364,-0.4088720083
671920640,27003.12305,241.3148346,1.115838528,1697404157952,1.081646085,0.2192276418,-0.8774629831,4.116243362
671915136,27009.39258,-112.4285126,0.2844853103,1697402978304,0.8203033805,0.4132142663,-0.5992361903,6.116522789
671912896,26989.2207,211.7372437,0.7983782291,1697390657536,0.7870422006,0.3256025314,0.5291938186,-1.927603126
671906816,26996.14648,208.6274414,0.2998093665,1697396817920,1.290064335,0.5821734071,0.8102194667,-4.1291399
671905664,27017.94922,59.11792374,0.06846461445,1697410842624,1.285663009,0.4731570184,0.5544330478,-3.223733664
671909440,26982.78711,-139.862854,-0.247664541,1697405468672,1.127037287,0.522788763,-0.2819297016,3.234177828
671910016,26900.0957,465.1211548,1.939654112,1697384890368,0.8725451231,0.7445172668,0.338937968,-0.04700490087
671900096,26917.27539,384.3105469,1.360722184,1697383448576,0.9347807169,0.5764710307,0.4361830354,-1.874556184
671893376,26949.97656,321.9364014,0.9859268069,1697391312896,1.057899237,0.5129451156,0.9022194147,-3.42931962
671915584,26998.89648,119.8525543,0.2057163864,1697407827968,0.9107717872,0.3432177305,0.3070100546,-2.200561523
671936128,27094.24023,181.7299957,1.260210633,1697399701504,0.8776621819,-0.04344854504,-1.098444343,6.189003468
671929728,27130.24023,-33.40014267,0.1436942071,1697412153344,1.234737039,0.2531962991,0.2847900093,2.604962587
671939712,27128.92578,264.4055176,0.6206248999,1697398652928,1.051264405,0.2101496458,0.7920165658,-3.541249752
671951936,27163.40234,223.1989441,0.1007391587,1697408745472,1.36194253,0.4815925658,1.191594958,-6.028469086
671961024,27236.82227,96.90074158,0.1449243128,1697422639104,1.127435207,0.2629760504,0.4428830445,-4.672036171
671948224,27159.4082,-187.4780579,-0.4049299359,1697414643712,1.128296614,0.4356778264,-0.03699655458,4.346979618
671954496,27122.9668,287.107605,1.024192572,1697404813312,0.9966965318,0.4994337559,0.9708117843,1.069461465
671958656,27177.14648,378.1524048,0.8787057996,1697401274368,1.066762567,0.378852576,0.1097299308,-2.658670187
671971264,27301.86523,135.4620514,-0.08922003955,1697429585920,1.495094776,0.5002277493,1.19932878,-6.974234581
671859904,26851.98047,-40.48314667,-0.1528153569,1697378336768,0.7756926417,0.2755775452,-0.3028842807,-1.838122368
671870592,26878.50195,-78.16949463,0.3401443064,1697380433920,0.9348148108,0.2107248455,-1.466947198,6.347238541
671877248,26866.02734,372.2367554,1.582916975,1697369948160,0.7631264329,0.422860384,-0.1567499042,-0.7774391174
671869632,26852.625,190.1183167,0.6737300158,1697375059968,0.8471058011,0.319810003,0.5709736347,-2.149201393
671878016,26886.29688,342.4757385,1.213500857,1697376108544,0.7546043992,0.2348752916,0.5226894617,-2.110684395
671872896,26884.11328,164.2021332,0.6418295503,1697379647488,0.6169615388,0.26879251,0.5586492419,-2.09482646
671880768,26902.12305,104.6597214,0.4467326105,1697386725376,0.9135736227,0.4380770326,0.6115763783,-1.152108192
671886784,26821.56836,-88.0675354,0.03244353458,1697388429312,0.9576404691,0.9205128551,0.9781361222,2.24111104
671895808,26807.74805,192.0568695,1.093008876,1697381744640,0.8875327706,0.987845242,1.115703464,0.9148718715
671881920,26785.35742,253.2086945,1.184408188,1697375977472,0.8181980848,0.7323995829,1.153238416,-0.5138294101
671934400,27106.48633,-30.33075905,-0.065629825,1697408090112,0.02044820786,0.4352968037,-0.05001975968,3.105079651
671937280,27132.99805,-43.5239563,-0.09402345121,1697400094720,0.016437307,0.2994832993,-0.4040355086,2.256624699
671939904,27138.32813,19.43466949,0.05577254668,1697397342208,-0.04706661776,0.1928889602,-0.7218073606,-1.195633173
671938496,27115.97852,-117.4402161,-0.2776459455,1697389477888,0.1104852259,0.3210384548,-0.9901621342,3.822062016
671949824,27016.44727,-238.9288635,-0.5779802799,1697419231232,0.9398441911,1.208301187,-0.4111636281,11.7670908
671955776,26984.63281,107.1605835,0.6247575879,1697403109376,0.4992750585,1.008472919,0.5384013653,6.222856522
671947968,27091.37305,-6.653171062,-0.1462573409,1697397473280,-0.04817134514,0.4174098372,-0.8239857554,1.241276979
671951360,27172.56641,67.68351746,0.1656377912,1697403764736,-0.1550085694,0.2960692048,-0.812687397,-1.517845154
671946048,27168.78516,40.70993423,0.1331649125,1697409662976,-0.146905899,0.1550485641,-1.097287178,-3.842892408
671936512,27165.66406,-84.37214661,-0.1971980035,1697403502592,-0.08594329655,0.08815535158,-1.348848224,-1.472414255
671955840,27170.61133,59.5103302,-0.0149209667,1697411235840,0.3017174602,0.3653572202,0.2041458637,-0.4906122386
671952896,27109.60547,-202.6455383,-0.4986830056,1697413857280,0.7195858359,0.8292577863,-0.2648045421,8.401361465
671950272,27028.31445,-100.8504944,-0.172033146,1697424211968,1.233898759,1.105396509,0.604088068,7.721927166
671950848,27043.19727,155.0343475,0.4590947926,1697401667584,0.4731170535,0.5679427385,0.2949631512,1.249092698
671936576,27086.26367,44.61911011,0.02708237804,1697395769344,-0.01201811805,0.2044871151,-0.7148085833,-1.375479937
671939200,27147.25,98.64824677,0.3257635832,1697406255104,-0.09718871117,0.2726406157,-0.7511417866,-2.678104877
671934720,27147.69141,4.841151237,0.1006531492,1697409662976,-0.09801664948,0.2119974792,-1.244310737,-2.004546642
671929152,27133.07813,-61.90323639,-0.05540654436,1697407303680,-0.08327020705,0.1211006641,-1.618607521,-0.3234633803
671925376,27101.53516,-14.40192413,0.1503890455,1697401274368,-0.06430102885,0.1540094316,-1.744624496,2.311177731
671922432,27060.23633,30.41087723,0.3436901569,1697396555776,-0.05302515998,0.3161264062,-1.571583748,4.97822237
671839872,26801.46484,-39.95629883,-0.06331886351,1697351073792,0.3711783886,0.1752321124,-0.8979308605,-0.5630638003
671828224,26761.75977,442.9470825,2.051513433,1697364180992,1.225577593,-0.1685146689,-1.810752273,1.132041216
671829056,26779.63281,174.2231598,1.584656477,1697368768512,0.9143369794,-0.581682384,-2.922926188,6.002476215
671833024,26746.38867,359.8609009,1.626567841,1697345044480,0.8048139811,0.2532896399,-0.8725956678,-3.734865665
671826624,26710.89844,204.9342804,0.6470698118,1697354219520,1.203028679,0.3588751554,0.5642683506,-5.09612751
671845888,26777.44727,285.3161926,0.9265502095,1697366409216,1.173934102,0.3406752348,0.8097817302,-4.34297657
671855296,26799.50195,123.6442108,0.4745859802,1697378074624,1.253996611,0.4229051769,0.771571517,-2.189547539
671871808,26812.85742,39.60150909,0.3443159461,1697386070016,1.351246476,0.691211462,0.7382791638,-0.3546432257
671875008,26777.07617,251.5558319,1.150874138,1697377550336,1.158225775,0.7725563049,0.9206044078,-1.090307117
671867968,26733.43555,244.4203339,1.127640486,1697370996736,1.059071064,0.7025474906,1.096793294,-1.805043221
671863680,26845.31641,76.06291199,0.1305490434,1697386594304,1.089754581,0.3059207201,-0.2054406852,-3.190315723
671846208,26829.64453,227.8516541,1.858687997,1697375191040,0.7644230723,-0.5449407697,-2.479534149,6.279655933
671841536,26813.12695,135.0737,1.066229701,1697372045312,0.9924545288,0.261533469,-1.540316701,1.242335439
671837184,26729.99023,334.7418518,1.392958403,1697356578816,1.017156363,0.2094895542,-0.1724086702,-4.186593533
671847680,26769.06445,304.3837891,0.994343996,1697367851008,1.140062213,0.3526170254,0.5015476942,-3.613231897
671858752,26817.49219,258.6550293,0.8326119781,1697377288192,1.161562204,0.3789090216,0.6034908295,-2.829014063
671866048,26816.86914,14.93587589,0.1556391418,1697386594304,1.208261967,0.5892385244,0.5969363451,-0.4644438326
671880128,26793.60156,65.15285492,0.5370342731,1697383186432,1.072684169,0.8039355278,0.6575136185,0.3352402449
671877312,26754.9082,267.7973633,1.257643342,1697372700672,0.9552972913,0.7688555121,0.908017993,-1.273505807
671862528,26762.81641,222.4707794,0.8810235262,1697372176384,0.9185654521,0.5028779507,0.8358718753,-2.815463066
671915712,27010.18945,-25.1006794,-0.08742450923,1697395900416,0.0888929069,0.3738675117,0.1292965114,1.42414248
671905664,26927.08398,-98.50286865,-0.04361548647,1697397866496,0.2442997992,0.687797308,-0.3830153048,8.944615364
671910528,26862.46094,-98.30815125,-0.06562624127,1697416085504,1.292481422,1.375585794,0.4124650955,8.561229706
671918400,26874.4043,270.4024048,0.9372190833,1697407172608,1.645446301,0.93740201,-0.2551130354,3.709365129
671926912,26994.58398,366.3591614,1.393360019,1697388167168,0.8639997244,0.4113162756,0.6096355319,-0.7747833729
671924096,27026.98047,475.7350464,1.479017496,1697386987520,0.8374755979,0.1824109852,0.3440662026,-3.832844257
671930176,27056.18359,236.0670013,0.7440735698,1697403240448,0.8219617605,0.4213160276,0.7191876769,-5.392661572
671922624,27028.96875,55.53969193,0.349165082,1697397997568,0.7059497833,0.4363040626,-0.003343958175,-0.4233960509
671925312,26961.98828,132.4084778,0.787096262,1697395507200,0.7935476899,0.7923268676,0.09280890226,3.358189583
671929408,26913.47852,164.7671051,0.8936080337,1697393541120,0.7786113024,1.024607539,0.5511167645,2.02918601
671931904,27020.25195,680.3666992,1.652364135,1697407172608,1.277847767,-0.2803393006,-0.8414178491,-7.101252079
671951424,27173.60547,-56.70452118,1.061683059,1697401667584,0.417791158,0.04446732253,-1.019448042,10.75818253
671946496,27176.18555,241.9363098,0.6952382326,1697397604352,0.6506586075,0.06150363386,1.243603349,-2.507799864
671947776,27159.75781,-106.2182083,-1.151415467,1697408483328,1.400758386,0.5707731247,0.5037815571,-5.092187405
671963584,27241.33594,64.56395721,-0.3548049033,1697421066240,1.374248624,0.3825720847,0.6969853044,-5.505662441
671952320,27145.10352,-115.7288971,0.05509715527,1697416216576,0.9884870648,0.4211330116,-0.4550884962,6.321881771
671961280,27161.25,268.8861084,0.9044190645,1697404944384,0.8905395865,0.3794128895,1.416170955,0.3354641497
671977728,27241.9668,209.4244537,0.2420480698,1697409531904,1.052639604,0.4785288274,0.5384500027,-3.026861429
671971776,27275.33398,325.6434021,0.6948078275,1697419624448,1.155314088,0.5765077472,1.132803202,-5.828541756
671965632,27251.15039,-47.97128677,-0.1839375198,1697428275200,1.062007666,0.393575877,0.1429287791,-2.491710663
671886272,26918.21289,-43.10585785,-0.0465172492,1697378467840,0.02940855362,0.2542491555,-0.284648031,2.244906664
671901504,26933.8457,-49.43251801,-0.1540768147,1697388298240,0.01288923994,0.358748585,0.06055674702,2.793126583
671908096,26890.50586,-10.27747917,0.1368831545,1697386594304,0.08186289668,0.7733018994,-0.03742239997,7.040840626
671930816,26776.29102,-280.8752441,-0.5097484589,1697407827968,0.4296877384,1.800209403,0.7139063478,13.09360123
671937664,26742.99609,-458.6902161,-1.155889988,1697409400832,0.1446481794,1.9054178,1.22831738,10.80196381
671922368,26803.98438,-512.1849976,-1.646525741,1697399832576,-0.1631483287,1.203040481,0.6300956011,1.609572172
671904128,26962.57617,-165.641449,-0.5833448768,1697401274368,-0.1303714365,0.4023513496,-0.379267931,-3.281905174
671899648,27010.35742,-102.855072,-0.3074717522,1697407434752,-0.05788212642,0.1946212798,-0.787992835,-3.074494362
671898880,26984.79297,-24.13745499,0.04794982821,1697393541120,0.004691306502,0.1911678165,-1.077048182,2.73857522
671905280,26918.99219,-167.3193054,-0.3376566768,1697394327552,0.331546247,0.7577340007,-0.6400924921,5.995940208
671968448,27218.5957,143.9441833,-0.06558355689,1697420673024,0.8795110583,0.2336204052,-0.05012042448,-3.507769346
671969216,27185.60938,142.1280975,0.9992188811,1697403633664,0.7899001837,0.06947496533,-1.209781647,7.188234806
671959168,27223.05078,-185.9351349,-0.5398235917,1697419493376,1.100438595,0.3096306026,1.078305006,2.347914934
671978240,27275.46484,315.2398682,0.6215096116,1697410187264,0.9437636733,0.0345422402,1.44945991,-3.848067522
671974976,27288.99023,214.9443817,0.1315145195,1697418444800,1.34411478,0.5376988649,1.238774419,-5.85486269
671970112,27262.68164,34.13466644,-0.05504067615,1697422639104,1.019356132,0.3496496081,0.1905972809,-2.871592999
671958784,27165.76953,-96.23500824,-0.154999271,1697419624448,1.293720841,0.6552388072,0.1704014689,5.066616058
671965056,27141.0293,423.2591858,1.447309375,1697404026880,0.8755401969,0.4541723132,0.9462960958,1.097963214
671963136,27180.33984,342.8407898,0.6300777793,1697410056192,1.311984658,0.462395072,-0.3152735233,-2.779563904
671975296,27274.06641,128.3137665,0.1489888132,1697422770176,1.104577303,0.4468174279,0.4518791139,-3.383542299
671975680,27302.56836,-157.6483612,-0.5728361011,1697420148736,0.02424845845,0.5582516789,-0.01753535867,1.986449361
671955776,27232.25,-46.04273224,-0.05404613912,1697398784000,0.01320135966,0.4151751101,-0.9026347399,2.506352425
671961152,27251.82813,-107.1575775,-0.2572777867,1697397866496,-0.008226264268,0.2252012193,-1.026285529,1.149067521
671958400,27243.31641,-152.1724243,-0.3960387111,1697396555776,-0.01865879074,0.05041293427,-1.303220153,0.4418312311
671949440,27164.75586,-81.44546509,-0.1074817702,1697391706112,0.06426111609,0.1905205548,-1.301059246,4.149898052
671963584,27041.25391,-280.2832947,-0.6055383086,1697413857280,0.5386742353,1.190328717,-0.5983631611,11.46098232
671972032,26965.86719,-299.6535645,-0.6516205072,1697415954432,0.3633262217,1.489126444,0.6292492151,10.37714005
671955968,27069.1875,-207.9228516,-0.6914490461,1697401274368,-0.1264305115,0.6622694135,-0.416977644,3.215798378
671952640,27163.84375,19.11558533,0.07316847146,1697401667584,-0.1322034299,0.2700903416,-1.074638486,-0.8098338246
671957184,27229.58594,30.21648788,0.1668651253,1697412939776,-0.0968272388,0.137246266,-1.409354925,-2.386958361
671930048,27081.23633,1.315361261,0.05164139345,1697405599744,0.02015708759,0.428450942,-0.05350191519,2.712476015
671921216,27048.8125,48.66355133,0.2384987772,1697400750080,0.01493756846,0.2776600122,-0.4516072869,2.815778971
671920896,27054.33789,41.24555206,0.1812328845,1697400750080,-0.004779264331,0.2263290137,-0.4584539831,1.296874166
